Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
edfc307e-c5b2-73c8-f4ec-44af1d9574ab,1960-05-20,,999-10-5907,S99936729,X82959957X,Mrs.,Carey440,Donnette259,Halvorson124,,Hermiston71,M,asian,nonhispanic,F,Raynham  Massachusetts  US,876 Schuppe Approach Apt 2,Northampton,Massachusetts,Hampshire County,25015,01053,42.352661047231166,-72.70024792846152,582145.18,318328.28,79988
5c9e07c7-1634-5702-a514-8ee8e12323ce,1990-05-01,,999-63-8340,S99974515,X38240610X,Mr.,Rolf983,Buster609,Breitenberg711,,,S,white,nonhispanic,M,Franklin  Massachusetts  US,231 Swaniawski Passage Apt 96,Cambridge,Massachusetts,Middlesex County,25017,02472,42.33180757200088,-71.04351008362022,67895.33,6912.72,27078
06eeaae0-e509-5328-1779-af02584d633a,1983-07-21,,999-85-3016,S99958672,X68608020X,Mr.,Tad831,Lee268,Goldner995,,,M,white,nonhispanic,M,Boston  Massachusetts  US,947 Gutmann Street Suite 16,Plymouth,Massachusetts,Plymouth County,25023,02360,41.91909977703352,-70.63993698404398,34829.07,727684.44,71424
9c416039-a89d-f0c1-8a6d-dfa6a320ad93,1999-05-25,,999-49-2121,S99953459,X34111632X,Ms.,Dodie685,Tanesha560,Stark857,,,,white,hispanic,F,Randolph  Massachusetts  US,122 Hoeger Trafficway,Boston,Massachusetts,Suffolk County,25025,02116,42.32095597944863,-71.01543685940244,60872.19,60278.61,46121
2097ebf9-05c0-8cfd-b5ff-3c9d1b106378,2006-04-14,,999-43-9580,S99979562,X27088015X,Ms.,Lorena247,Marta91,Magaña874,,,,white,hispanic,F,Lima  Lima Province  PE,795 Sauer Gate Unit 64,Westborough,Massachusetts,Worcester County,25027,01581,42.30460674667564,-71.65921372082005,105745.51,672239.73,138635
adcf84c4-2011-8c74-5190-101d2bffec10,1969-03-27,,999-73-1305,S99936009,X67190436X,Mr.,Burt293,Ulysses632,Bode78,,,S,white,nonhispanic,M,Lexington  Massachusetts  US,747 Heathcote Walk,Framingham,Massachusetts,Middlesex County,25017,01701,42.28070390613327,-71.39603636288992,156434.28,16568.04,96901
40c01829-52c2-5ce5-b6af-0e7b7d22e423,1992-04-22,,999-81-8387,S99933110,X61051889X,Mr.,Lindsey52,,Blick895,,,M,white,nonhispanic,M,Kingston  Massachusetts  US,601 Dietrich Lane Suite 69,Waltham,Massachusetts,Middlesex County,25017,02452,42.44061492156071,-71.29356474716192,92903.41,3012.23,488192
e873253b-530b-34f6-13b5-3c3703510848,1946-05-18,2001-06-23,999-71-5208,S99939381,X51438641X,Ms.,Dakota806,Tamie596,Wunsch504,,,S,white,nonhispanic,F,Walpole  Massachusetts  US,250 Wehner Orchard,Berlin,Massachusetts,Worcester County,,00000,42.42529513442626,-71.65123794642554,446736.60,635819.26,38931
b35d44fd-9d97-aacb-0502-3b7b660db713,1963-10-21,,999-30-7618,S99957609,X58862167X,Mr.,Jarrod316,Mickey576,Beatty507,,,S,white,nonhispanic,M,Lawrence  Massachusetts  US,367 Waters Skyway Apt 64,West Newbury,Massachusetts,Essex County,,00000,42.758856073068294,-70.94099274276803,575781.51,287563.42,89376
990ec48d-9bd5-0557-8cb7-fe991ada3746,2005-11-23,,999-71-7023,S99970799,X6115560X,Ms.,Anastasia959,,Weber641,,,,white,nonhispanic,F,Waltham  Massachusetts  US,861 Renner Underpass Unit 52,Leominster,Massachusetts,Worcester County,25027,01420,42.50346470754295,-71.80909537659403,4777.32,214128.34,6584
990e63a5-02de-2d7a-6e11-b46ae21069a6,2024-11-23,,999-44-2835,,,,Son314,Mauricio81,Dickens475,,,,white,nonhispanic,M,Belchertown  Massachusetts  US,681 Predovic Station,Boston,Massachusetts,Suffolk County,25025,02215,42.38905883529016,-71.11211861209037,3692.06,3104.23,57433
dc9b65d9-7723-3bb9-fb8e-78e81d33d548,1999-03-31,,999-78-3412,S99950652,X26456625X,Ms.,Débora815,,Amador986,,,,white,hispanic,F,San Salvador  El Salvador  SV,956 Kertzmann Forge,Fall River,Massachusetts,Bristol County,25005,02747,41.725473143471866,-71.09252053138509,9854.25,548203.08,7645
9b71986f-3b05-9b6a-8ac9-b03419c422b1,1980-03-09,,999-50-5638,S99959402,X9300817X,Mrs.,Mathilde204,Alethea978,Hammes673,,Crooks415,M,white,nonhispanic,F,Grafton  Massachusetts  US,651 Metz Alley,New Bedford,Massachusetts,Bristol County,25005,02746,41.68038026964969,-70.92139589401675,983800.47,531072.60,71213
715ee363-cf40-27bd-0a0f-0eb55ca52eec,1969-02-03,,999-11-7281,S99914077,X81252552X,Mrs.,Retha410,Zola306,Glover433,,DuBuque211,D,white,nonhispanic,F,Boston  Massachusetts  US,212 Durgan Tunnel,Stoughton,Massachusetts,Norfolk County,,00000,42.14311917833634,-71.11503572099289,279727.38,503546.48,135755
468a7358-a6df-a365-c6b5-fb1c368e0d89,1989-05-07,,999-13-9682,S99948054,X78869943X,Mrs.,Lovie151,Kazuko67,Spinka232,,Bartell116,M,white,nonhispanic,F,Worcester  Massachusetts  US,622 Hoppe View Unit 64,Waltham,Massachusetts,Middlesex County,25017,02453,42.41647029808905,-71.23279995377985,175622.48,322912.44,40158
7e416d98-35ee-1018-4855-9ea3c9d76f4b,1946-05-18,,999-59-6918,S99925820,X72367219X,Mrs.,Louetta798,Kasha638,Abbott774,,Thompson596,M,white,nonhispanic,F,Worcester  Massachusetts  US,711 Willms Byway,Berlin,Massachusetts,Worcester County,,00000,42.37244650791752,-71.63625649432723,627239.70,253295.77,38931
676487e9-3fab-c918-837e-1f60827078a9,2023-12-21,,999-38-1530,,,,Shirley182,Phillip440,Boyer713,,,,black,nonhispanic,M,Dracut  Massachusetts  US,227 Bins Wall,Princeton,Massachusetts,Worcester County,,00000,42.437776119058505,-71.84663998559327,4398.31,19325.34,655230
47d17598-f85a-4769-fe4f-06fdf4f46e8a,1976-02-27,,999-16-8045,S99964527,X7211908X,Mr.,Rusty501,Donn979,Thiel172,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,670 Mitchell Skyway Unit 29,Franklin,Massachusetts,Norfolk County,25021,02038,42.068649463444366,-71.37104854518363,107813.88,5282.84,87943
fb93d77b-8050-4845-bc10-3d0ac8b7d240,1968-01-22,,999-87-4412,S99979371,X54442130X,Mr.,Brooks264,,Windler79,,,M,white,nonhispanic,M,Yarmouth  Massachusetts  US,869 Halvorson Hollow Apt 84,Weymouth,Massachusetts,Norfolk County,25021,02191,42.14483299908473,-70.99253696405825,128439.49,28717.00,160161
8e76c6c2-e37c-4132-d339-ecb5241d3f58,1976-03-21,,999-61-7295,S99929104,X24535377X,Ms.,Vannessa721,Latashia561,Nicolas769,,,S,white,nonhispanic,F,Wakefield  Massachusetts  US,390 Murray Camp Unit 85,Templeton,Massachusetts,Worcester County,,00000,42.536956450822615,-72.02846800217709,157587.79,513253.67,25022
c81bf9ac-b734-7790-e4ff-739c76b80a4c,2016-10-17,,999-51-5683,,,,Kenna183,Farrah946,Corwin846,,,,white,nonhispanic,F,Springfield  Massachusetts  US,119 Romaguera Club,Somerville,Massachusetts,Middlesex County,25017,02140,42.39696908675172,-71.13336411924497,16185.78,19845.63,145158
fe54ffbf-b7eb-0f05-137f-2dd954fde0ca,1953-12-07,,999-90-3566,S99998361,X45401602X,Mrs.,Lenora887,Elinore878,Okuneva707,,Corwin846,M,white,nonhispanic,F,Concord  Massachusetts  US,447 Lind Landing Suite 3,Arlington,Massachusetts,Middlesex County,25017,02476,42.4357440297408,-71.15656918397086,303431.97,139932.38,52631
a739fac8-6bad-6f6b-9856-59ff0b6bc412,1976-01-26,,999-24-9083,S99926975,X55152917X,Mrs.,Rosa195,Lyndia317,Ziemann98,,Bashirian201,M,white,nonhispanic,F,West Yarmouth  Massachusetts  US,205 Schneider Viaduct Suite 37,Bedford,Massachusetts,Middlesex County,25017,01730,42.52223407614596,-71.23334279121347,537337.06,96653.99,48417
a6a3f4f8-87d1-d349-9837-3b3e60c2d9a7,2022-09-13,,999-61-5136,,,,Li461,Herlinda751,Wilderman619,,,,white,nonhispanic,F,Agawam  Massachusetts  US,203 Fahey Approach,Hudson,Massachusetts,Middlesex County,25017,01749,42.43628051045834,-71.56729462028314,19571.58,2339.77,42440
411926b7-65cb-b4dc-6ea7-492caca21e51,1953-09-19,,999-74-7880,S99975435,X61906748X,Mr.,Manual570,Brooks264,Berge125,,,M,white,nonhispanic,M,Watertown  Massachusetts  US,207 Daniel Gate Unit 62,Westborough,Massachusetts,Worcester County,25027,01581,42.29698191405128,-71.58701620733943,119950.52,158052.76,87469
db8e6f28-978a-e3c0-3eff-0b8ca21890de,1971-06-26,,999-30-5226,S99915578,X34244643X,Mr.,Octavio643,Jere230,Sawayn19,,,D,white,nonhispanic,M,Melrose  Massachusetts  US,759 Legros Gardens Suite 22,Ashland,Massachusetts,Middlesex County,,00000,42.288858340126644,-71.46775782201166,116118.11,10111.01,57617
02d1b6af-b85e-62e6-fab0-71a31a9da427,2021-05-27,,999-75-6524,,,,Cathrine584,Herlinda751,Sanford861,,,,white,hispanic,F,Boston  Massachusetts  US,374 McKenzie Brook Suite 68,Boston,Massachusetts,Suffolk County,25025,02163,42.3840464037215,-71.07571473600522,8576.18,605.07,56692
bec077b5-9ac2-9ba2-c3e8-6377ebc72a49,1996-12-31,,999-39-7833,S99944264,X67146234X,Mrs.,Micaela928,Ana972,Calvillo618,,Palomo90,M,black,hispanic,F,San Jose  San Jose  CR,609 Rowe Trafficway,Boston,Massachusetts,Suffolk County,25025,02108,42.292866865380084,-71.0540664948934,32323.41,260636.49,24000
569b0346-fe7d-5e7c-d17b-bce8d29f270c,1970-06-11,,999-52-1230,S99961676,X39133796X,Mrs.,Lillian593,Jolene291,Bednar518,,Ebert178,M,asian,nonhispanic,F,Wrentham  Massachusetts  US,920 Aufderhar Glen,Brookline,Massachusetts,Norfolk County,25017,02467,42.32201794710986,-71.08722906304095,239758.39,946632.09,688911
a10368c7-0f6d-0a2c-16b8-1787bd0919ed,1970-04-23,2021-07-11,999-10-2543,S99953691,X88914542X,Ms.,Beverley336,Agatha2,Abshire638,,,S,white,hispanic,F,Holyoke  Massachusetts  US,276 Kiehn Glen,Hampden,Massachusetts,Hampden County,,00000,42.11091832811954,-72.38693334942894,399467.19,361020.60,63834
f6f7034c-a080-bdda-7ee8-6a644ae0df2d,1975-01-29,,999-92-8257,S99937828,X73480506X,Mr.,Leigh689,Chong355,Cronin387,,,M,white,nonhispanic,M,Taunton  Massachusetts  US,561 Bogan Green Apt 55,Lawrence,Massachusetts,Essex County,25009,01841,42.729953607185365,-71.11502082001005,130608.64,23024.35,61965
06edddac-4818-cb41-4454-ba954f0754f3,1965-05-04,,999-13-2051,S99934291,X71076917X,Mr.,Frederic454,Donnell534,Gleichner915,,,M,white,nonhispanic,M,Marblehead  Massachusetts  US,736 Balistreri Pathway Suite 31,Marlborough,Massachusetts,Middlesex County,25017,01752,42.31249787712975,-71.51030566877881,183447.68,0.00,60295
6374e706-1400-142a-78f7-6d08ec826d9e,1970-04-23,,999-74-4677,S99921157,X55189463X,Mrs.,Cristine925,Shaun461,Nicolas769,,Schmitt836,M,white,hispanic,F,Brookline  Massachusetts  US,309 Williamson Burg,Hampden,Massachusetts,Hampden County,,00000,42.041103964961565,-72.43001905033407,588006.99,417880.57,63834
c3960f4b-6d8f-2c18-c7e7-6ac2930ad613,1926-01-03,1983-04-17,999-52-4983,S99979078,X41395320X,Mr.,Germán350,,Estévez304,,,D,asian,hispanic,M,Havana  Havana  CU,845 Gulgowski Flat,Shirley,Massachusetts,Middlesex County,25017,01464,42.59551505769887,-71.64192700410103,149892.93,24569.29,38750
46f8ca4f-7aea-ff37-52b1-3143a6171f56,2002-10-28,,999-82-1068,S99974936,X71205295X,Ms.,Luci727,Lois157,Romaguera67,,,,white,nonhispanic,F,Boston  Massachusetts  US,878 Bins Gardens Unit 84,Kingston,Massachusetts,Plymouth County,25023,02364,41.97909815937315,-70.73802998952009,83358.16,271133.66,78778
8c318dde-defb-f00e-26f9-e4154d13de26,2012-05-23,,999-81-8496,,,,Aisha756,Drew592,Corkery305,,,,white,nonhispanic,F,East Longmeadow  Massachusetts  US,184 Daugherty Row,Haverhill,Massachusetts,Essex County,25009,01830,42.830771102488384,-71.09683515570318,16749.78,6751.55,54225
1b9b1829-15a7-c51a-7333-10dafe454a1d,1961-01-30,,999-80-6119,S99983425,X88642349X,Mr.,Terrance440,,Runte676,,,S,white,nonhispanic,M,Boston  Massachusetts  US,647 Wyman Course,New Bedford,Massachusetts,Bristol County,25005,02740,41.65284293869907,-70.90705488139474,275268.75,335713.72,38599
85fa23d4-48a5-8cef-dbdd-1f22829cb0e9,2004-06-24,,999-25-7517,S99922124,X66552332X,Ms.,Oliva247,Tracie996,Collins926,,,,white,nonhispanic,F,East Harwich  Massachusetts  US,816 Moen Quay Apt 63,Lowell,Massachusetts,Middlesex County,25017,01852,42.649843266284606,-71.27785000267619,99762.20,130391.73,137974
696cf4ce-0891-0117-7d3a-a377bc9f36bf,2005-04-18,,999-15-2971,S99911283,X4893726X,Mr.,Denver542,Kent912,Goyette777,,,,asian,nonhispanic,M,Brockton  Massachusetts  US,446 Gaylord Crossroad Unit 36,New Bedford,Massachusetts,Bristol County,25005,02747,41.58899583267375,-70.95902761471402,100961.19,571147.88,140569
389b5446-788e-1d03-bfa5-5b55eea1df2e,2019-08-03,,999-52-1165,,,,Tiny880,Rosio404,Cronin387,,,,white,nonhispanic,F,Monterey  Massachusetts  US,961 Erdman Quay,Quincy,Massachusetts,Norfolk County,25021,02170,42.26419597313573,-71.08567717031158,1402.55,22162.39,34824
e035c668-984b-05c6-8c4e-d4af36ddae68,2009-12-02,,999-27-5758,S99931931,,,Carolina179,Guadalupe206,Alarcón922,,,,white,hispanic,F,Marigot  Saint Andrew Parish  DM,676 Hammes Mill Suite 53,Cambridge,Massachusetts,Middlesex County,25017,02140,42.378781883281604,-71.13745408308164,42063.00,5572.42,951463
2b05b157-703c-d8ff-e6b5-676b21e1d285,1993-07-07,1996-01-05,999-88-7543,,,,Elvis145,Garland107,Hand679,,,,white,nonhispanic,M,Duxbury  Massachusetts  US,632 Torp Parade,Fall River,Massachusetts,Bristol County,25005,02747,41.753919756847885,-71.05393686498476,29656.34,10677.33,40507
23069c70-b186-b2a3-1b16-a6e69f27df34,1993-07-07,,999-79-9960,S99928760,X88050942X,Mr.,Darrick836,Harrison106,Schumm995,,,S,white,nonhispanic,M,Eastham  Massachusetts  US,1003 Schoen Tunnel Suite 48,Fall River,Massachusetts,Bristol County,25005,02790,41.71903459491981,-71.21565207916443,194828.01,15537.13,40507
380f7ed2-e6f0-8bb7-2433-de08b2b01844,1978-05-09,,999-28-5954,S99977703,X40537191X,Mr.,Cruz300,Granville802,Stoltenberg489,,,M,white,nonhispanic,M,Harvard  Massachusetts  US,488 Luettgen Arcade,Worcester,Massachusetts,Worcester County,25027,01607,42.414226181728665,-71.77209879682223,85920.54,45225.41,93154
40d30f7b-3f04-bd68-035b-3c16166e9268,2024-02-24,,999-53-7513,,,,Elliot577,Garfield38,White193,,,,white,nonhispanic,M,Palmer  Massachusetts  US,307 Schinner Divide,Sturbridge,Massachusetts,Worcester County,25027,01566,42.10611071588166,-71.97682139449992,6146.04,136.49,104145
da83a478-f91c-79cd-94a0-0e4d46459ba3,1971-09-27,,999-99-4084,S99960784,X79904829X,Mrs.,Tyler508,Vernon254,Runte676,,Erdman779,M,white,nonhispanic,F,Pittsfield  Massachusetts  US,884 Balistreri Row Apt 66,Cochituate,Massachusetts,Middlesex County,,00000,42.302350973121506,-71.30462658483047,31077.79,1301374.40,298285
94435ff2-84a5-5f3a-24c6-4c4e7d334b9d,2006-04-06,,999-82-4283,S99974846,X18252009X,Ms.,Melinda114,Maggie320,Trantow673,,,,white,nonhispanic,F,Lawrence  Massachusetts  US,210 Nitzsche Union Apt 93,Springfield,Massachusetts,Hampden County,25013,01118,42.0557503721523,-72.50928328213631,55780.79,9071.26,43737
87658d0c-ae5d-73eb-daf4-bbde32646aad,2011-08-31,,999-94-9286,,,,Bettye671,Dallas143,Rempel203,,,,white,nonhispanic,F,Saugus  Massachusetts  US,764 Fadel Wall,Canton,Massachusetts,Norfolk County,,00000,42.129476590204504,-71.0867571948248,53669.91,15381.47,38916
189c670c-2259-adca-18ac-c6af04054a95,2018-05-20,,999-59-8064,,,,Joe656,,Hammes673,,,,white,nonhispanic,M,Arlington  Massachusetts  US,253 D'Amore Fork Apt 11,Andover,Massachusetts,Essex County,25009,01810,42.63325166914697,-71.12829395130714,23027.55,4968.03,160687
4112fddc-44c8-b1ff-0c85-8dad82c6a9ee,1975-09-06,,999-59-6841,S99974078,X22966060X,Mr.,Esteban536,Mathew182,Wisoky380,,,M,black,nonhispanic,M,Tewksbury  Massachusetts  US,480 Kohler Ville Unit 91,Boston,Massachusetts,Suffolk County,25025,02110,42.27912978029706,-71.11975745543842,11377.71,173394.85,18130
aad87586-45ad-cfd3-af80-fa6e764fe4d6,1972-04-08,,999-31-4676,S99959595,X29884395X,Mrs.,Ashley34,Yesenia104,Schmidt332,,Gislason620,D,white,nonhispanic,F,Concord  Massachusetts  US,1069 Mertz Plaza Suite 27,Framingham,Massachusetts,Middlesex County,25017,01702,42.35427105269844,-71.4099447144394,363175.70,704296.31,27203
1a46514b-0d60-d139-a2e0-d5ab4ebe6f0d,1924-06-13,1979-02-14,999-68-3175,S99934345,X87669705X,Mrs.,Janyce124,Eldora89,Nicolas769,,Sipes176,M,white,nonhispanic,F,East Falmouth  Massachusetts  US,1037 Lehner Station,Brewster,Massachusetts,Barnstable County,25001,02631,41.78027716539718,-70.10563536317154,1204904.37,333960.46,77688
615fc905-2df4-2ea4-6aa1-26efa85618bc,1942-12-11,,999-51-8816,S99952415,X44197324X,Mr.,Leroy603,Ivory697,Johns824,,,M,white,hispanic,M,Milton  Massachusetts  US,228 Kiehn Boulevard,Boston,Massachusetts,Suffolk County,25025,02108,42.33427150222171,-71.09236077145509,79932.57,301161.41,474052
fff228b5-a185-d09b-e3b6-be336d0f3f7e,1926-05-02,2012-12-14,999-36-6681,S99955097,X65683188X,Mrs.,Clarisa227,Annalee788,Hettinger594,,Rodriguez71,M,asian,nonhispanic,F,Beijing  Beijing Municipality  CN,651 Turner Brook,Medford,Massachusetts,Middlesex County,25017,02145,42.4495953732896,-71.0830030699683,1092733.14,226125.92,109574
b9fa972e-03ae-3035-a277-352aa31d5515,1926-05-02,,999-40-1316,S99962929,X57143741X,Mrs.,Avelina400,Tracey100,Okuneva707,,Kshlerin58,D,asian,nonhispanic,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,829 Steuber Track,Medford,Massachusetts,Middlesex County,25017,02145,42.39524561713015,-71.08990737965537,545516.35,265002.21,109574
